ontology,GO_ID,GO_term_name,term_size
MF,GO:0052923,all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity,2
MF,GO:0052927,CC tRNA cytidylyltransferase activity,2
MF,GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity,2
MF,GO:0061604,molybdopterin-synthase sulfurtransferase activity,2
MF,GO:0061605,molybdopterin-synthase adenylyltransferase activity,2
MF,GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity,2
MF,GO:0061775,cohesin loader activity,2
MF,GO:0061799,cyclic pyranopterin monophosphate synthase activity,2
MF,GO:0061929,gamma-glutamylaminecyclotransferase activity,2
MF,GO:0062062,oligosaccharyltransferase complex binding,2
MF,GO:0070012,oligopeptidase activity,2
MF,GO:0070034,telomerase RNA binding,2
MF,GO:0070260,5'-tyrosyl-DNA phosphodiesterase activity,2
MF,GO:0070567,cytidylyltransferase activity,2
MF,GO:0070611,histone H3R2 methyltransferase activity,2
MF,GO:0070696,transmembrane receptor protein serine/threonine kinase binding,2
MF,GO:0070990,snRNP binding,2
MF,GO:0071074,eukaryotic initiation factor eIF2 binding,2
MF,GO:0071164,RNA cap trimethylguanosine synthase activity,2
MF,GO:0071568,UFM1 transferase activity,2
MF,GO:0080016,(-)-E-beta-caryophyllene synthase activity,2
MF,GO:0080048,GDP-D-glucose phosphorylase activity,2
MF,GO:0080084,5S rDNA binding,2
MF,GO:0090422,thiamine pyrophosphate transmembrane transporter activity,2
MF,GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity,2
MF,GO:0097363,protein O-acetylglucosaminyltransferase activity,2
MF,GO:0098808,mRNA cap binding,2
MF,GO:0102067,geranylgeranyl diphosphate reductase activity,2
MF,GO:0102210,rhamnogalacturonan endolyase activity,2
MF,GO:0103068,leukotriene C4 gamma-glutamyl transferase activity,2
MF,GO:0106261,tRNA uridine(34) acetyltransferase activity,2
MF,GO:0140085,L-amino-acid N-acetyltransferase activity,2
MF,GO:0140313,molecular sequestering activity,2
MF,GO:0140358,P-type transmembrane transporter activity,2
MF,GO:0140597,protein carrier chaperone,2
MF,GO:0140640,"catalytic activity, acting on a nucleic acid",2
MF,GO:0140938,histone H3 methyltransferase activity,2
MF,GO:0140993,histone modifying activity,2
MF,GO:0160215,deacylase activity,2
MF,GO:1901265,nucleoside phosphate binding,2
MF,GO:1901363,heterocyclic compound binding,2
MF,GO:1901981,phosphatidylinositol phosphate binding,2
MF,GO:1990050,phosphatidic acid transfer activity,2
MF,GO:1990190,protein-N-terminal-glutamate acetyltransferase activity,2
MF,GO:1990238,double-stranded DNA endonuclease activity,2
MF,GO:1990837,sequence-specific double-stranded DNA binding,2
MF,GO:0000033,"alpha-1,3-mannosyltransferase activity",1
MF,GO:0000213,tRNA-intron lyase activity,1
MF,GO:0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,1
MF,GO:0000293,ferric-chelate reductase activity,1
MF,GO:0000384,first spliceosomal transesterification activity,1
MF,GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,1
MF,GO:0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity,1
MF,GO:0000773,phosphatidyl-N-methylethanolamine N-methyltransferase activity,1
MF,GO:0000825,"inositol-1,3,4,5-tetrakisphosphate 6-kinase activity",1
MF,GO:0000832,inositol hexakisphosphate 5-kinase activity,1
MF,GO:0001042,RNA polymerase I core binding,1
MF,GO:0001097,TFIIH-class transcription factor complex binding,1
MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",1
MF,GO:0001735,prenylcysteine oxidase activity,1
MF,GO:0002058,uracil binding,1
MF,GO:0003827,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",1
MF,GO:0003837,beta-ureidopropionase activity,1
MF,GO:0003842,L-glutamate gamma-semialdehyde dehydrogenase activity,1
MF,GO:0003848,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity,1
MF,GO:0003858,3-hydroxybutyrate dehydrogenase activity,1
MF,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,1
MF,GO:0003866,3-phosphoshikimate 1-carboxyvinyltransferase activity,1
MF,GO:0003879,ATP phosphoribosyltransferase activity,1
MF,GO:0003884,D-amino-acid oxidase activity,1
MF,GO:0003905,alkylbase DNA N-glycosylase activity,1
MF,GO:0003922,GMP synthase (glutamine-hydrolyzing) activity,1
MF,GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity,1
MF,GO:0003948,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity,1
MF,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,1
MF,GO:0003959,NADPH dehydrogenase activity,1
MF,GO:0003960,NADPH:quinone reductase activity,1
MF,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity,1
MF,GO:0003992,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity,1
MF,GO:0004047,aminomethyltransferase activity,1
MF,GO:0004048,anthranilate phosphoribosyltransferase activity,1
MF,GO:0004053,arginase activity,1
MF,GO:0004055,argininosuccinate synthase activity,1
MF,GO:0004056,argininosuccinate lyase activity,1
MF,GO:0004057,arginyl-tRNA--protein transferase activity,1
MF,GO:0004059,aralkylamine N-acetyltransferase activity,1
MF,GO:0004067,asparaginase activity,1
MF,GO:0004073,aspartate-semialdehyde dehydrogenase activity,1
MF,GO:0004077,biotin--[biotin carboxyl-carrier protein] ligase activity,1
MF,GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,1
MF,GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",1
MF,GO:0004132,dCMP deaminase activity,1
MF,GO:0004141,dethiobiotin synthase activity,1
MF,GO:0004151,dihydroorotase activity,1
MF,GO:0004156,dihydropteroate synthase activity,1
MF,GO:0004157,dihydropyrimidinase activity,1
MF,GO:0004164,diphthine synthase activity,1
MF,GO:0004167,dopachrome isomerase activity,1
MF,GO:0004168,dolichol kinase activity,1
MF,GO:0004170,dUTP diphosphatase activity,1
MF,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,1
MF,GO:0004314,[acyl-carrier-protein] S-malonyltransferase activity,1
MF,GO:0004329,formate-tetrahydrofolate ligase activity,1
MF,GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,1
MF,GO:0004354,glutamate dehydrogenase (NADP+) activity,1
MF,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,1
MF,GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,1
MF,GO:0004370,glycerol kinase activity,1
MF,GO:0004377,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity",1
MF,GO:0004378,"GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",1
MF,GO:0004399,histidinol dehydrogenase activity,1
MF,GO:0004400,histidinol-phosphate transaminase activity,1
MF,GO:0004401,histidinol-phosphatase activity,1
MF,GO:0004411,"homogentisate 1,2-dioxygenase activity",1
MF,GO:0004417,hydroxyethylthiazole kinase activity,1
MF,GO:0004422,hypoxanthine phosphoribosyltransferase activity,1
MF,GO:0004424,imidazoleglycerol-phosphate dehydratase activity,1
MF,GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1
MF,GO:0004451,isocitrate lyase activity,1
MF,GO:0004458,D-lactate dehydrogenase (cytochrome) activity,1
MF,GO:0004464,leukotriene-C4 synthase activity,1
MF,GO:0004468,"L-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor",1
MF,GO:0004474,malate synthase activity,1
MF,GO:0004479,methionyl-tRNA formyltransferase activity,1
MF,GO:0004491,"methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity",1
MF,GO:0004515,nicotinate-nucleotide adenylyltransferase activity,1
MF,GO:0004536,DNA nuclease activity,1
MF,GO:0004555,"alpha,alpha-trehalase activity",1
MF,GO:0004558,"alpha-1,4-glucosidase activity",1
MF,GO:0004567,beta-mannosidase activity,1
MF,GO:0004573,Glc3Man9GlcNAc2 oligosaccharide glucosidase activity,1
MF,GO:0004581,dolichyl-phosphate beta-glucosyltransferase activity,1
MF,GO:0004587,ornithine aminotransferase activity,1
MF,GO:0004592,pantoate-beta-alanine ligase activity,1
MF,GO:0004608,phosphatidylethanolamine N-methyltransferase activity,1
MF,GO:0004610,phosphoacetylglucosamine mutase activity,1
MF,GO:0004635,phosphoribosyl-AMP cyclohydrolase activity,1
MF,GO:0004636,phosphoribosyl-ATP diphosphatase activity,1
MF,GO:0004644,phosphoribosylglycinamide formyltransferase activity,1
MF,GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,1
MF,GO:0004649,poly(ADP-ribose) glycohydrolase activity,1
MF,GO:0004655,porphobilinogen synthase activity,1
MF,GO:0004661,protein geranylgeranyltransferase activity,1
MF,GO:0004668,protein-arginine deiminase activity,1
MF,GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,1
MF,GO:0004691,cAMP-dependent protein kinase activity,1
MF,GO:0004694,eukaryotic translation initiation factor 2alpha kinase activity,1
MF,GO:0004730,pseudouridylate synthase activity,1
MF,GO:0004735,pyrroline-5-carboxylate reductase activity,1
MF,GO:0004747,ribokinase activity,1
MF,GO:0004797,thymidine kinase activity,1
MF,GO:0004844,uracil DNA N-glycosylase activity,1
MF,GO:0004846,urate oxidase activity,1
MF,GO:0004854,xanthine dehydrogenase activity,1
MF,GO:0004865,protein serine/threonine phosphatase inhibitor activity,1
MF,GO:0004888,transmembrane signaling receptor activity,1
MF,GO:0005053,peroxisome matrix targeting signal-2 binding,1
MF,GO:0005125,cytokine activity,1
MF,GO:0005245,voltage-gated calcium channel activity,1
MF,GO:0005290,L-histidine transmembrane transporter activity,1
MF,GO:0005310,dicarboxylic acid transmembrane transporter activity,1
MF,GO:0005344,oxygen carrier activity,1
MF,GO:0005363,maltose transmembrane transporter activity,1
MF,GO:0005469,succinate:fumarate antiporter activity,1
MF,GO:0005537,D-mannose binding,1
MF,GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,1
MF,GO:0008114,phosphogluconate 2-dehydrogenase activity,1
MF,GO:0008117,sphinganine-1-phosphate aldolase activity,1
MF,GO:0008120,ceramide glucosyltransferase activity,1
MF,GO:0008126,acetylesterase activity,1
MF,GO:0008157,protein phosphatase 1 binding,1
MF,GO:0008160,protein tyrosine phosphatase activator activity,1
MF,GO:0008193,tRNA guanylyltransferase activity,1
MF,GO:0008238,exopeptidase activity,1
MF,GO:0008240,tripeptidyl-peptidase activity,1
MF,GO:0008310,single-stranded DNA 3'-5' DNA exonuclease activity,1
MF,GO:0008330,protein tyrosine/threonine phosphatase activity,1
MF,GO:0008412,4-hydroxybenzoate polyprenyltransferase activity,1
MF,GO:0008419,RNA lariat debranching enzyme activity,1
MF,GO:0008426,protein kinase C inhibitor activity,1
MF,GO:0008442,3-hydroxyisobutyrate dehydrogenase activity,1
MF,GO:0008445,D-aspartate oxidase activity,1
MF,GO:0008455,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",1
MF,GO:0008465,hydroxypyruvate reductase (NADH) activity,1
MF,GO:0008478,pyridoxal kinase activity,1
MF,GO:0008494,translation activator activity,1
MF,GO:0008569,minus-end-directed microtubule motor activity,1
MF,GO:0008676,3-deoxy-8-phosphooctulonate synthase activity,1
MF,GO:0008682,3-demethoxyubiquinol 3-hydroxylase activity,1
MF,GO:0008690,3-deoxy-manno-octulosonate cytidylyltransferase activity,1
MF,GO:0008696,4-amino-4-deoxychorismate lyase activity,1
MF,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,1
MF,GO:0008716,D-alanine-D-alanine ligase activity,1
MF,GO:0008720,D-lactate dehydrogenase (NAD+) activity,1
MF,GO:0008773,[protein-PII] uridylyltransferase activity,1
MF,GO:0008777,acetylornithine deacetylase activity,1
MF,GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,1
MF,GO:0008783,agmatinase activity,1
MF,GO:0008794,arsenate reductase (glutaredoxin) activity,1
MF,GO:0008800,beta-lactamase activity,1
MF,GO:0008824,cyanate hydratase activity,1
MF,GO:0008830,"dTDP-4-dehydrorhamnose 3,5-epimerase activity",1
MF,GO:0008831,dTDP-4-dehydrorhamnose reductase activity,1
MF,GO:0008855,exodeoxyribonuclease VII activity,1
MF,GO:0008864,formyltetrahydrofolate deformylase activity,1
MF,GO:0008886,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity,1
MF,GO:0008898,S-adenosylmethionine-homocysteine S-methyltransferase activity,1
MF,GO:0008902,hydroxymethylpyrimidine kinase activity,1
MF,GO:0008909,isochorismate synthase activity,1
MF,GO:0008911,lactaldehyde dehydrogenase (NAD+) activity,1
MF,GO:0008915,lipid-A-disaccharide synthase activity,1
MF,GO:0008938,nicotinate N-methyltransferase activity,1
MF,GO:0008942,nitrite reductase [NAD(P)H] activity,1
MF,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,1
MF,GO:0008972,phosphomethylpyrimidine kinase activity,1
MF,GO:0008987,quinolinate synthetase A activity,1
MF,GO:0009000,selenocysteine lyase activity,1
MF,GO:0009671,nitrate:proton symporter activity,1
MF,GO:0009899,ent-kaurene synthase activity,1
MF,GO:0009976,tocopherol cyclase activity,1
MF,GO:0010276,phytol kinase activity,1
MF,GO:0010296,prenylcysteine methylesterase activity,1
MF,GO:0010301,xanthoxin dehydrogenase (NAD+) activity,1
MF,GO:0010331,gibberellin binding,1
MF,GO:0010347,L-galactose-1-phosphate phosphatase activity,1
MF,GO:0010349,L-galactose dehydrogenase activity,1
MF,GO:0010385,double-stranded methylated DNA binding,1
MF,GO:0010484,histone H3 acetyltransferase activity,1
MF,GO:0010486,manganese:proton antiporter activity,1
MF,GO:0010521,telomerase inhibitor activity,1
MF,GO:0010945,coenzyme A diphosphatase activity,1
MF,GO:0015036,disulfide oxidoreductase activity,1
MF,GO:0015066,alpha-amylase inhibitor activity,1
MF,GO:0015081,sodium ion transmembrane transporter activity,1
MF,GO:0015083,aluminum ion transmembrane transporter activity,1
MF,GO:0015116,sulfate transmembrane transporter activity,1
MF,GO:0015117,thiosulfate transmembrane transporter activity,1
MF,GO:0015136,sialic acid transmembrane transporter activity,1
MF,GO:0015139,alpha-ketoglutarate transmembrane transporter activity,1
MF,GO:0015204,urea transmembrane transporter activity,1
MF,GO:0015208,guanine transmembrane transporter activity,1
MF,GO:0015368,calcium:monoatomic cation antiporter activity,1
MF,GO:0015421,ABC-type oligopeptide transporter activity,1
MF,GO:0015462,ABC-type protein transporter activity,1
MF,GO:0015923,mannosidase activity,1
MF,GO:0015925,galactosidase activity,1
MF,GO:0015926,glucosidase activity,1
MF,GO:0015929,hexosaminidase activity,1
MF,GO:0016162,"cellulose 1,4-beta-cellobiosidase activity",1
MF,GO:0016166,phytoene dehydrogenase activity,1
MF,GO:0016175,superoxide-generating NAD(P)H oxidase activity,1
MF,GO:0016262,protein N-acetylglucosaminyltransferase activity,1
MF,GO:0016303,1-phosphatidylinositol-3-kinase activity,1
MF,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",1
MF,GO:0016504,peptidase activator activity,1
MF,GO:0016531,copper chaperone activity,1
MF,GO:0016532,superoxide dismutase copper chaperone activity,1
MF,GO:0016594,glycine binding,1
MF,GO:0016603,glutaminyl-peptide cyclotransferase activity,1
MF,GO:0016633,galactonolactone dehydrogenase activity,1
MF,GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",1
MF,GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",1
MF,GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor",1
MF,GO:0016713,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen",1
MF,GO:0016719,"9,9'-di-cis-zeta-carotene desaturase activity",1
MF,GO:0016805,dipeptidase activity,1
MF,GO:0016838,"carbon-oxygen lyase activity, acting on phosphates",1
MF,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",1
MF,GO:0016885,"ligase activity, forming carbon-carbon bonds",1
MF,GO:0016889,"DNA endonuclease activity, producing 3'-phosphomonoesters",1
MF,GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",1
MF,GO:0016918,retinal binding,1
MF,GO:0017005,3'-tyrosyl-DNA phosphodiesterase activity,1
MF,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,1
MF,GO:0017111,ribonucleoside triphosphate phosphatase activity,1
MF,GO:0017125,deoxycytidyl transferase activity,1
MF,GO:0017136,"histone deacetylase activity, NAD-dependent",1
MF,GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity,1
MF,GO:0017178,diphthine-ammonia ligase activity,1
MF,GO:0018025,calmodulin-lysine N-methyltransferase activity,1
MF,GO:0018064,protein-L-histidine N-tele-methyltransferase activity,1
MF,GO:0018549,methanethiol oxidase activity,1
MF,GO:0018580,nitronate monooxygenase activity,1
MF,GO:0019003,GDP binding,1
MF,GO:0019133,choline monooxygenase activity,1
MF,GO:0019135,deoxyhypusine monooxygenase activity,1
MF,GO:0019140,inositol 3-kinase activity,1
MF,GO:0019144,ADP-sugar diphosphatase activity,1
MF,GO:0019172,glyoxalase III activity,1
MF,GO:0019211,phosphatase activator activity,1
MF,GO:0019778,Atg12 activating enzyme activity,1
MF,GO:0019779,Atg8 activating enzyme activity,1
MF,GO:0019808,polyamine binding,1
MF,GO:0019899,enzyme binding,1
MF,GO:0030159,signaling receptor complex adaptor activity,1
MF,GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity,1
MF,GO:0030597,RNA glycosylase activity,1
MF,GO:0030621,U4 snRNA binding,1
MF,GO:0030626,U12 snRNA binding,1
MF,GO:0030732,methionine S-methyltransferase activity,1
MF,GO:0030735,carnosine N-methyltransferase activity,1
MF,GO:0030795,methyl jasmonate methylesterase activity,1
MF,GO:0030797,24-methylenesterol C-methyltransferase activity,1
MF,GO:0030899,calcium-dependent ATPase activity,1
MF,GO:0031409,pigment binding,1
MF,GO:0032267,tRNA(Ile)-lysidine synthase activity,1
MF,GO:0032357,oxidized purine DNA binding,1
MF,GO:0032441,pheophorbide a oxygenase activity,1
MF,GO:0032542,sulfiredoxin activity,1
MF,GO:0033857,5-diphosphoinositol pentakisphosphate 1-kinase activity,1
MF,GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,1
MF,GO:0033971,hydroxyisourate hydrolase activity,1
MF,GO:0033984,indole-3-glycerol-phosphate lyase activity,1
MF,GO:0034007,S-linalool synthase activity,1
MF,GO:0034008,R-linalool synthase activity,1
MF,GO:0034061,DNA polymerase activity,1
MF,GO:0034062,5'-3' RNA polymerase activity,1
MF,GO:0034335,DNA negative supercoiling activity,1
MF,GO:0034336,misfolded RNA binding,1
MF,GO:0034353,mRNA 5'-diphosphatase activity,1
MF,GO:0034417,bisphosphoglycerate 3-phosphatase activity,1
MF,GO:0034432,bis(5'-adenosyl)-pentaphosphatase activity,1
MF,GO:0034722,gamma-glutamyl-peptidase activity,1
MF,GO:0034979,NAD-dependent protein lysine deacetylase activity,1
MF,GO:0035485,adenine/guanine mispair binding,1
